csvdate,nav
2025-12-16,144.1704
2025-12-17,144.5111
2025-12-18,144.4887
2025-12-19,144.9927
2025-12-22,145.9398
2025-12-23,146.1892
2025-12-24,146.4253
2025-12-29,146.9895
2025-12-30,147.1816
2025-12-31,147.1951
2026-01-05,149.9522
2026-01-06,150.6911
2026-01-07,150.4387
2026-01-08,149.5749
2026-01-09,149.553
2026-01-12,150.327
2026-01-13,150.805
2026-01-14,151.2071
2026-01-15,151.5665
2026-01-16,151.7733
2026-01-19,151.834
2026-01-20,151.3431
2026-01-21,151.1147
2026-01-22,151.8955
2026-01-23,152.349
2026-01-26,152.7115
2026-01-27,153.973
2026-01-28,154.9593
2026-01-29,155.1183
2026-01-30,153.897
2026-02-02,151.9675
2026-02-03,154.0512
2026-02-04,154.4427
2026-02-05,153.3608
2026-02-06,153.3158
2026-02-10,156.4705
2026-02-12,158.0566
2026-02-13,157.0573
2026-02-24,159.5934
2026-02-25,161.1228
2026-02-26,161.6585
2026-02-27,161.2498
2026-03-02,159.7381
2026-03-03,156.4226
2026-03-04,152.6623
2026-03-05,154.4687
2026-03-06,154.2841
2026-03-09,150.9685
2026-03-10,153.7817
2026-03-11,154.8724
